"Sentiment	Tweet",
"0	hell mean one day skype not let login not even open app",
"0	damn commercials getting worse worse",
"0	no not remind tomorrow fing tell updates want install actually",
"0	congrats making iphone recording drm protected not play anywhere want",
"0	danger* ok wan na fuck",
"0	iphone6 plus impossible hold without cover slides have a nice day",
"0	lack true keyboard integration killing halfassed implementations not solutions",
"0	best apps seems wrong",
"0	go wit waiting items copy shit itunes pissing",
"0	battery already within minutes usage fix",
"0	explain",
"0	price connect guitar could buy real amp loud enough perform",
"0	yes love none stuff works thank",
"0	real quick shout technology never working",
"0	attention free ipads would go faster emails not go straight junk folders",
"0	dear sometimes write gave means want word gave not word have not typo",
"0	hey keyboard phone sorts drunk morning send help pls thanks",
"0	official no longer hip anymore",
"0	moment typing tweet official client crashes gt",
"0	apple inc doomed aapl dropped currently priced ",
"0	one iphone speakers stopped working not coolsend iphone forgive",
"0	inch five reasons not make forbes",
"0	suck",
"0	apple hoarding iphone supply stores aapl",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	aapl shares fall despite price target increases bmo capital citigroup",
"0	no tv update yet",
"0	iphone fucked thanks great help get new iphone",
"0	refuse make full federal workforce diversity data public",
"0	pop message box iphones terrible",
"0	apple microsoft worried google chromebooks aapl",
"0	apple aapl stock falling today amid ipod pricing lawsuit ",
"0	really makes hard spend money apps functionality might soon disappear today menu please stop",
"0	tried turning problem",
"0	whatever takes bring stock nothing dumb",
"0	ipod lawsuit loses last plaintiff judge discusses halt amid search replacements",
"0	made mistake itã¥â « time replace fix macbook pro graphics failure",
"0	literally trying get id reenabled since november actual fuck difficult",
"0	apple products may bah humbug holiday survey ",
"0	please make green button used full screen exception not rule",
"0	another fucking software update really",
"0	mb need wifi install",
"0	handed device fix m owner not fancy waiting ",
"0	dear santa want christmas send iphone ordered",
"0	yes rt no not remind tomorrow fing tell updates want install actually",
"0	please not go way gone ios release notes deserve know happening gear",
"0	gave 3k computer weeks ago still nothing awesome",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	block trade detected",
"0	hope not use glass new store afraid break ",
"0	make difficult get help products wasted minutes life online still nowhere",
"0	phone went please tell mathematically possible",
"0	average mac user faced nine malware threats last year os x remains minor target mac blog",
"0	fuck third charger broke like two months you suck know",
"0	left even shit",
"0	cmon ready buy watch hurry",
"0	android chargers years amp still top tier please keep",
"0	please ban after school yik yak apps itunes/app store apps used anonymous bullying amp threats",
"0	thinking upgrading think twice not everyone rt",
"0	proof not use products freaking mail shows search file finder nut kicks",
"0	really search tool useless nut kicks",
"0	youre minute minutes",
"0	gave huge middle finger face",
"0	isnt group facetime thing what the fuck",
"0	held hostage replacing whole phone last backup am morning anything since byebyebye",
"0	hey normal laptop charger soldering skin thanks j",
"0	iphone photos no longer downloading automatically laptop sync support unhelpful ideas",
"2	check video president obama white house correspondents dinner",
"2	need suggestions good ir filter canon 40d got pls dm",
"2	checked google business blip shows second entry huh good ba ~6emhv",
"2	san francisco bay breakers",
"2	landed san francisco",
"2	san francisco today suggestions",
"2	way see star trek @ esquire",
"2	going see star trek soon dad",
"2	bill simmons conversation malcolm gladwell",
"2	playing curl twitter api",
"2	playing java twitter api",
"2	nike owns nba playoffs ads w/ lebron kobe carmelo",
"2	next time call nike",
"2	new blog post nike sb dunk low premium white gum",
"2	giving weka app engine interface using bird strike data tests logo given",
"2	brand new canon eos 50d 15mp dslr camera canon 85mm lens web technology thread brand new canon eos ",
"2	nvidia names stanford bill dally chief scientist vp research",
"2	new blog post harvard versus stanford wins",
"2	jquery ui book review c=",
"2	gwt fireside chat",
"2	hi anyone great source advice viral marketing ",
"2	 case study use viral marketing add people list",
"2	going see new night museum movie family oh boy three year old movies fuin",
"2	saw new night museum movie okay laughing out loud",
"2	going see night museum tall boy",
"2	saw night museum battle swithsonian today okay typical kids ben stiller movie",
"2	taking katie see night museum picked",
"2	gm says expects announcment sale hummer soon reuters wdsugm says expects announcment sale hummer ",
"2	time warner cable pulls plug the girlfriend experience wwtinyurlcom/m595fk",
"2	rocawear heads china building stores",
"2	climate focus turns beijing united nations us european governments called china coo",
"2	myfoxdc barrie students back trip china silver spring high school class trip china en",
"2	three china aerospace giants develop tianjin binhai new area b yuan invested",
"2	gm ceo china continue key partner",
"2	dentist tomorrow brush well morning like make hair nice get cut",
"2	pet dentist",
"2	ncaa baseball super regional rams club",
"2	started playing major league baseball 2k9",
"2	cardinals baseball advance super regionals face csfullerton friday",
"2	sony coupon code expires soon",
"2	waiting line safeway",
"2	not realize gym safeway",
"2	three words safeway dot com ",
"2	bout hit safeway got ta eat",
"2	jake going safeway",
"2	found safeway picking staples",
"2	safeway supermarketing via mobile coupons",
"2	normal weight get normal eating blog",
"2	eating watching movies ",
"2	eating sashimi",
"2	eating home made yema",
"2	eating cake",
"2	iphone may get radio tagging nike recentlyreleased itunes version suggests voiceover functional",
"2	launched",
"2	extracted opensourced jquery plugin stormweight highlight text regular expression",
"2	php jquery hack",
"2	jquery cheat sheet",
"2	beginning javascript css development jquery",
"2	warren buffet economy",
"2	allstar basketball classic tuesday features top talent chattanooga notre dame high school play host",
"2	rt look available amazon kindle2 amp kindle dx get top electronic book reader period free day ship ",
"2	man accosts roger federer french open",
"2	investigation pending death stanford cs prof google mentor rajeev motwani tip",
"2	going bed successful weekend stanford come",
"2	google wave developer sandbox account request",
"2	google profiles stopped showing searches cant see anymore",
"2	twitter aprs apps yet",
"2	pros following twitter",
"2	share disruption fred wilson slides talk google hq",
"2	ok nothing thinking 40d",
"2	breakers san francisco ca",
"2	heading san francisco",
"2	use twitter api ",
"2	testing twitter api",
"2	testing twitter api remote update",
"2	new blog post nike zoom lebron soldier ii white black teal",
"2	new blog post nike trainer",
"2	help taking care sick child east palo alto ca",
"2	admissions tips stanford gsb deadlines essay topics",
"2	ethics nonprofits",
"2	learning jquery book review c=",
"2	adobe cs4 commercial goodby silverstein",
"2	watching programme life hitler enhancing geekiness history",
"2	jenna went see night museum today surprised see three cast members office ",
"2	watch night museum ryan stacy",
"2	getting ready go watch night museum dum dum give gum gum",
"2	think may new favorite restaurant way see night museum ",
"2	sold seeing night museum __ years old",
"2	obama nationalization gm shortterm ap",
"2	time warner ceo hints online fees magazines ap read mountain view united states views",
"2	lawson head newedge hong kong",
"2	weird piano guitar house china",
"2	send us gm/chevy photos",
"2	dentist appt morning conversation",
"2	check video david dentist",
"2	first dentist appointment years wednesday possibly",
"2	tom shanahan latest column sdsu ncaa baseball regional appearance",
"2	baseballamericacom blog baseball america prospects blog blog ",
"2	portland city politics may undo baseball park",
"2	dropped broccoli walking home safeway negative depressed",
"2	not safeway",
"2	safeway dad",
"2	safeway marvin janelle auntie lhu",
"2	safeway offering mobile coupons",
"2	phillies driving cadillac top cali win",
"2	saved money opting grocery store trip stocking food hotel room fridge vs eating every night town",
"2	lounging around eating taco bell watching ncis work tonight need help staying awake",
"2	eating breakfast school",
"2	still hungry eating ",
"2	tips healthy eating resultsby fitness blog fitness ",
"2	boyfriend eating quesadilla",
"2	eating dinner meat chips risotto",
"2	got new pair nike shoes pics later",
"2	nike sb blazer high acg custom brad douglas",
"2	nike air yeezy khaki/pink colorway release",
"2	looks awful lot like one nike private jets i m sayin ",
"2	devsnippets jquery tools javascript ui components web ",
"2	ajax jquery css javascript many examples",
"2	cold looking google chart//visualization api found jquery wrapper api ",
"2	spent day reading jquery book start drinking delirium tremens",
"2	jquery selectors",
"2	implement news ticker jquery ten lines code",
"2	buffet warren buffett kicks butt battle boots posted alex crippe",
"2	truly braindead could not come warren buffet name save soul",
"2	oh see thought amp 900mhz wcdma",
"2	read tethering support phil amp o2 joining",
"2	hope girl work buys kindle2",
"2	missed insightfilled may column one smart guy looking closely impressed kindle2",
"2	primary debit card visa electron",
"2	bank get new visa platinum card",
"2	date bobby flay gut fieri food network",
"2	track iran social media",
"2	twitter stock buzz aapl es_f spy spx palm updated pm",
"2	bobby flay joining",
"2	ask programming latex indesign submitted calcio1 link comment",
"2	pop amp store boylston st :30pm today dancing amp chat",
"2	new inch iphone reported reasons apple must make aapl",
"2	foreign currency exchange may headwind",
"2	930m fine copying case",
"2	block trade detected",
"2	apple inc losing billion edtech market",
"2	one know retrieve deleted texts iphone",
"2	apple fibonacci technicals levels intraday update aapl",
"2	apple building million theatre ",
"2	apple begins hiring first belgian retail store brussels mac blog",
"2	apple launches ten holidaythemed itunes radio stations ios blog",
"2	apple throws lastminute curve ball lawsuit aapl",
"2	reasons potential warren buffett stock reason not motley fool",
"2	inc losing billion edtech market motley fool",
"2	apple intraday comments updated range premium users",
"2	attn buy guys amp make fan tv heads exit via",
"2	satellites 1a",
"2	host free workshops stores",
"2	begins hiring retail positions brussels ahead first ",
"2	apple fibonacci technicals levels intraday update aapl",
"2	awards distinguished school honor",
"2	hey reading list safari across device rocks please let list items deleted x iphone",
"2	not give free apples snacks",
"2	foreign currency exchange may headwind apple aapl",
"2	apple inc losing billion edtech market aapl",
"2	jmp securities thinks apple inc going time sell",
"2	antidiscrimination bill named ceo via",
"2	apple fits increase earnings use 2014q3 eps= ios app donkey stocks",
"2	new inch reported reasons must make",
"2	growing services areas thinks ",
"2	hold word tweet are you gunnavowel flu shot bc ad linda rn let ncis begin narcwars sauce thic",
"2	jmp securities thinks inc going time sell motley fool",
"2	save ton money buy next via",
"2	aapl bidu ntes stocks buy list",
"2	resisting bite",
"2	apple fits increase earnings use 2014q3 eps= ios app donkey stocks",
"2	days gifts",
"2	market maker price range forecast update",
"2	similar existing app called cardio guru interestingly maybe apple noticed",
"2	crystal baller rebirth inch iphone insane apple rumors aapl",
"2	new inch iphone reported reasons apple must make ",
"2	interesting job wth crowdsourcing tip via li maps community client software engineer",
"2	saw one",
"2	outside box things changed week good jobs bad jobs ",
"2	apple fibonacci technicals levels intraday update aapl",
"2	help store rep told itunes backup saves multiple backups backed phone old backup gone",
"2	nice actor iwatch would entire suite products",
"2	hip store boylston st today @ 30pm enjoy meet director amp",
"2	ubs says consensus december quarter apple iphone units could low aapl",
"2	passion engineering/design heart via",
"2	market create videos students via",
"2	bloombergtv steve really happened garage via",
"2	help reach goal",
"2	fighting never ending battle hackers says chief eddy cue trial",
"2	td bank aiming launch apple pay support middecember ios blog",
"2	barclays raises apple price target",
"2	jmp raises apple price target reasons",
"2	apple support new franchise ios stores india aapl",
"2	hey teach people use pay",
"2	google googl stock downgraded today bank america/merrill lynch ",
"2	apple needs china love apple watch aapl",
"2	believe not available christmas survey says via",
"2	wish could post using flip phone",
"2	traits great leaders share ",
"2	apple fibonacci technicals levels intraday update aapl",
"2	ceo name grace alabama antidiscrimination bill",
"2	yeah mean super great",
"2	ceo name grace alabama antidiscrimination bill",
"2	problem blame anybody like else joins roster",
"2	 captures christmas house",
"2	hey could add option mail unsubscribe next delete/archive option swiping email",
"2	intel amp jesse jackson rainbowpush host tech employee diversity event silicon valley",
"2	thinking leaving environment completely thoughts",
"2	aye not guys make apple headphones different colors",
"2	gva lounge sight macs pcs undetermined number ipxs",
"2	release date images said working ",
"2	important apple not become developer world need people invent stuff tim cook ceo",
"2	gopro inc potential become apple inc drone market",
"2	steve hayman national consulting engineer presents app development",
"2	pay consumers billion deleting music apple inc nasdaq currently embroi ",
"2	early movers big dltr thi five amp stocks posting largest moves bell",
"2	able learn code free next week nearest store",
"2	able learn code free next week nearest store",
"2	apple adds new flyover locations maps siri movie showtimes countries ios blog",
"2	helping amp loved ones street free app",
"2	baba amp twtr amp day fooling around not magic carpet next week/s",
"2	plaintiff withdrawn ipod antitrust lawsuit aapl",
"2	apple entering era security fearmongering security vendors aapl",
"2	apple fibonacci technicals levels intraday update aapl",
"2	learn code free nearest store lt excellent",
"2	ubs increases apple iphone sales revenue eps ",
"2	homekit soon control home iphone aapl",
"2	watch",
"2	twdancecenter store boylston st @ 30pm enjoy meet director amp",
"2	honey crisp apple win",
"2	apple stock push india little late aapl",
"2	apple inc aapl focuses larger indian market share",
"2	really want drop word book products employees start treating machines care aka stop dropping",
"2	apple fibonacci technicals levels last intraday update aapl",
"2	putting via",
"2	apple intraday comments last update premium users",
"2	facing challenge google android apple inc seeking alpha",
"2	aapl analyst ratings last days positive median target upside view",
"2	apple dec trading daily profit /sh weekly profits /sh",
"2	yeh thinking exactly wan na install decent unix ok hardware amp live happily everafter",
"2	security firm issued not cheery predictions say pay attract attacks",
"2	needs emoji war paint/football make fangirls everywhere",
"2	devs",
"2	unexpected stocks bringing buffett fellow billionaires holiday ",
"2	 sales eps",
"2	block trade detected",
"2	foreign currency exchange may headwind apple aapl",
"2	buyer guide deals macbook air retina macbook pro ipads apple accessories mac blog",
"2	apple inc price close december ",
"2	apple pay consumers billion deleting music",
"2	power strong branding store design one photo via article",
"2	suppliers carry brandable compliant adapters",
"2	early apple employee bill fernandez shares details steve jobs creation apple ii",
"2	maps ",
"2	interesting watch how/if resolved",
"2	integrity cures evils case",
"2	agreed",
"2	pale hoarse steve jobs defends apple videotaped deposition ipod ",
"2	wow 40b+ valuation would rank no silicon valley behind likes",
"2	dear bring phone quicker",
"2	apple facing challenge google android",
"2	autocorrect changes muslim awesome okay",
"2	jdelaneyxo beta testing newest product ",
"2	apple antitrust case hangs balance",
"2	programming languages",
"2	fight fight fight",
"2	gift ideas apple lover everything",
"2	taser ceo sees federal funding tripling body camera business ",
"2	things happening",
"2	breaking protestors occupy story 11x live",
"2	 captures christmas house",
"2	min silence protesters store",
"2	steve jobs deposition video shown ongoing ipod classaction lawsuit",
"2	apple could face iphone shortages next year ",
"2	mark words wild away iphone 5c bring back iphone 5s ultimate form factor welcome iphone mini",
"2	release date images said working ",
"2	protesters stage die store live",
"2	best link day tech ceo mark zuckerberg goes appadvice",
"2	superstoked new one update hoping would get today ah well great game great job",
"2	streaming 5th ave store",
"2	ok duly noted",
"2	final friday december",
"2	final friday december via hamzei",
"2	isnt wwa movie itunes",
"2	starbucks shuts anon decimated",
"2	apple ceo tim cook comes gay via",
"2	final friday december",
"2	job interview no idea specialist need teachers issue",
"2	trying buy charger @ apple store fifth avenue",
"2	id appreciate way facetime feature",
"2	cyndi lauper cinna big ask* phone tv @ rockefeller center",
"2	 sales eps",
"2	nofear",
"2	apple loop iphone 6s rumors myth steve job garage iphone ",
"2	need products like companies like amp need embrace customization quality themes",
"2	slab pie sounds amazing link",
"2	hold minutes update credit yr old watch sleeping beauty",
"2	last good see competition heating great consumers",
"2	trade aapl nightly updates visit free",
"2	someone anyone help",
"2	Oh my God would actually rlly cute emoji",
"2	ugh no longer dev remember wear suit oh wait not like suits positive yeh probly ",
"2	apple inc expand retail india",
"2	went",
"2	even flagship store not spared visit protests",
"2	afp requests apple reveal get warrant pushback ripping aussies",
"2	yh news apple antitrust lawsuit may not plaintiffs lawyer suing apple antitrust may ",
"2	back courts",
"2	expand opening new stores",
"2	trade aapl nightly updates visit free",
"2	working hard album",
"2	way calling facetime calls ability move devices seamlessly",
"2	thanks rt way calling facetime calls ability move devices seamlessly",
"2	fab photo edit app",
"2	like pick call dying ipad want able switch macbook ipad",
"2	follow developments drm trial finally underway",
"2	not even programs use",
"2	clearly sign you favor",
"2	multiply",
"2	apple ceo tim cook comes gay via",
"2	hey hundreds black white brown yellow protestors bumrushed yo store stage diein amp nothing stolen xo",
"2	got enough products",
"2	ask friends @",
"2	steve jobs gives posthumous testimony apple trial ",
"2	apple fits increase earnings use 2014q3 eps= ios app donkey stocks",
"2	apple fits increase earnings use 2014q3 eps= ios app donkey stocks",
"2	north koreas cyber spies exposed",
"2	plant seed almost guaranteed grow tree different type",
"2	pretty cool positive stage set panel talk hk top instagrammers",
"2	stage set vivien liu",
"2	apple inc campus 161m auditorium 74m fitness center",
"2	split valley user data says totally amp say like whatever",
"2	apple new critic mark zuckerberg aapl",
"2	rumors job garage myth iphone 6c speculation",
"2	apple plans big india push stores aapl",
"2	iphone release date top needed features aapl",
"2	well seems not start garage",
"2	december 11th hosting hour code programming workshops via",
"2	apple iphone leadtimes still longer previous models aapl",
"2	ubs sees apple iphone sales aapl",
"2	steve woz sits ii computer",
"2	watcha soldering iron woz ii computer swapping caps",
"2	steve jobs defends apple grave ipod lawsuit aapl",
"2	apple inc aapl run ",
"2	apple dilemma apple tv aapl",
"2	planning open istores india",
"2	learning apple ipad mini smart cover pink md968ll/a",
"2	tax reform expect new congress aapl",
"2	iphone drop protection mechanism changes device angle inã¥ãšfreefall via",
"2	apple pivoting ipad education strategy regain footing aapl",
"2	not navigate way",
"2	mark zuckerberg newest frenemy tim cook aapl",
"2	rebel sometimes aka luddite positive positive",
"2	ubs increases apple iphone sales revenue eps aapl",
"2	got iphone",
"2	apple loop iphone 6s rumors steve job garage myth iphone 6c specu ",
"2	use youre next ad",
"2	rt different normal",
"2	apple pt raised barclays overweight rating aapl via",
"2	recent apple inc lawsuit hurts share price",
"2	top expert consensus aapl moderate buy",
"2	man everything chromecast pretty sweet",
"2	jmp securities thinks apple inc going time sell",
"2	steve jobs defends apple taped deposition ",
"2	issue apple tmobile calls lte dealing companies weeks",
"2	 many short candidates like even parabolic close sense",
"2	integration hiring maps engineer work improved community",
"2	seems similar cloud backup pictures",
"2	fans scramble classic music player killed",
"2	apple pt raised bank america aapl via",
"2	work integration looking purchase want get something ready",
"2	icymi ipads changing way children learn classroom",
"2	app coming soon still production",
"2	day ensure stay touch go best brands incl amp",
"2	sorry forgot apple device process",
"2	mark zuckerberg newest frenemy tim cook motley fool throughout nasdaq taken h ",
"2	confusion app store rejected australia approved europe amp ",
"2	exchange iphone different color laughing my ass off changed mind",
"2	rumors wozniak garage myth iphone 6c ",
"2	apple loop iphone 6s rumors jobs wozniak garage myth iphone ",
"2	apple ceo tim cook comes gay via",
"2	apple",
"2	great board bill named ceo",
"2	screen record iphones hold screenshot button recording screen",
"2	trade aapl nightly updates visit free",
"2	decades consolidation wall street fragmenting ",
"2	needs love aapl via",
"2	surprising twist gt one plaintiff",
"2	no canadian flag emoji keyboard",
"2	needs icreep app",
"2	kashka clave mind",
"2	@ tv2 gen jailbroken untethered xbmc xbmc free sports adults channels",
"2	obsession",
"2	plus availability wait time update store verizon ",
"2	apple inc aapl iphone sales dent android market share",
"2	laughing out loud quicktime movs",
"2	tim cook sparring please talk real connectivity web",
"2	need combine efforts make one solid system accessible device ",
"2	apple pt raised barclays overweight rating aapl via",
"2	apple pt raised bank america aapl via",
"2	great read created programming languages",
"2	looking crazy george street rain genius bar ",
"2	looking crazy george street rain genius bar ",
"2	not walking anna pick iphone 128g dm address",
"2	macbook apple need macbook byke",
"2	ipad mini vs sony xperia z3 tablet compact step aside sony apple ",
"2	campus december update drone flyover video",
"2	yh news apple ipod antitrust lawsuit full great steve jobs quotes top apple inc ",
"2	kill caitlin caitlin dont eat pie",
"2	dog what the fuck",
"2	laughing out loud yea bro",
"2	iphone rumors might called iphone 6s come styles ",
"2	tmobile/iphone lte phone call workaround",
"2	ubs hikes fq1 forecast following google checks",
"2	facing challenge ",
"2	analyzing secusmart purchase",
"2	good time switch drive",
"2	difference everyone else one photo via",
"2	not affiliated fuc # giving away phones calling monday",
"2	iphone rumors might called iphone 6s coming styles ",
"2	ipod touch case",
"2	plus availability wait time update store verizon ",
"2	granted patent invention stops smashing",
"2	explore apple rumours",
"2	hahahaha australia loses fight app store trademarked via",
"2	dan nathan profit apple inc aapl stock",
"2	mark zuckerberg jabs apple pricey products aapl",
"2	turn auto correct",
"2	apple launch inch iphone next year report aapl",
"2	posted photos facebook album wow talks // passion design // london design festival",
"2	apple ceo tim cook comes gay via",
"2	apple watch highpriced fashion focus mark survey says aapl",
"2	china grants apple design patents covering ios ui icons aapl",
"2	sick perk catching million shows tv",
"2	tim cook billion mistake aapl",
"2	check collection guy started accumulating classic app ",
"2	apple could release inch iphone mini next year aapl",
"2	wow yogscast even sponsored extremelypositive",
"2	iphone shipping times drop days aapl",
"2	pro watch apple tv el # ",
"2	nonbanks via banks master disruptive innovation",
"2	4in screen",
"2	insight apple time cook",
"2	apple kantar data points huge december quarter aapl",
"2	facebook apple technologies reduce inequality ",
"2	discontinued ipod classic selling online aapl",
"2	important apple not become developer world need people invent stuff tim cook ceo",
"2	must not like em",
"2	could apple inc sell million apple watches",
"2	explain please",
"2	learning ipod touch",
"2	mark defends free fires back",
"2	tim cook wasted billion apple ",
"2	iphone plus availability wait time update aapl",
"2	another shot best names electronics day brings lg amp",
"2	idk happend though",
"2	 figuring sell archetype via",
"2	foreign currency exchange may headwind apple aapl",
"2	could apple inc sell million apple watches aapl",
"2	new item comes every product starts tweaking",
"2	distinguishes follower steve jobs cofounder",
"2	bigger fan g watch are",
"2	sign making pay transaction",
"2	update apple healthkit seeing early adoptions aapl",
"2	footage apple computer running",
"2	find predictions excellent contra indicators invest money",
"2	apple market maker price range forecast update aapl",
"2	rt apple unveils new ipad air ads via",
"2	trade aapl nightly updates visit free",
"2	apple debuts new ipad air tv ad change new website section",
"2	since bumped artist page ready go releases worth music best link send",
"2	apple inc weekly roundup facebook ads amp ipad",
"2	rt yahootech admits years removing nonitunes music",
"2	seen one looks nice",
"2	new iphone that not smash b/c sensor detects fall amp turn impact",
"2	ischool",
"2	tmobile iphone lte calling problem work around",
"2	portfolio actually quite well postelection october bad month",
"2	apple inc leads momentum stocks tesla motors inc loses steam",
"2	stats use recycling program",
"2	ipad air new tv ad change promoting graphic design apps video",
"2	laughing out loud tryna figure file say",
"2	buzz stocks apple inc aapl radioshack corporation delia ",
"2	please make iflipphone",
"2	pro watch apple tv el # ",
"2	hey look weird af",
"2	simple things ought know buying",
"2	top expert consensus aapl moderate buy",
"2	ideas years microchips junk bonds pill singapore make list",
"2	make emojis",
"2	exchange iphone passport receive ",
"2	ayo think you create video message option not answer facetime leave video mail",
"2	aapl christmas not see slid going",
"2	snapchat",
"2	evolution apple products",
"2	apple could pay bln penalty ipod itunes antitrust litigati ",
"2	myths vs realityfull time",
"2	first digital languages new leader internet",
"2	needs texas flag emoji",
"2	got iphone",
"2	next big thing wireless earbuds aka earplugs sound soundplugs",
"2	enjoyed ads w/ amp you",
"2	get touch screen macbook",
"2	apple inc aapl stock upward trend explosive holiday quarter ",
"2	wish camera side next app new",
"2	survey feedback iwatch positioning fashion accessory geekcentric gadget",
"2	corporate earnings contract short apple best kass ",
"2	ellyeah vine gon na worst day liife ohh yeaah",
"2	sunday night wan na watch online person head",
"2	live ginza store",
"2	despite fact mpeg component came purchase final cut pro",
"2	one thinks macbook pro needs touch id",
"2	could apple inc sell million apple watches",
"2	planning strengthen presence stores across",
"2	jse nas lse asx nzx nzx",
"2	follow amp equip sims well without sd card reader",
"2	could inc sell million motley fool",
"2	thestreet corporate earnings contract short best kass",
"2	haha iphone not",
"2	extra ipad air using app",
"2	ditch tomtom license map data",
"2	 china unicom lead",
"2	apple iphone china unicom leadtimes ",
"2	good morning looks like hanging store students snowbirds sometime week",
"2	iphone next iphone months making case mm thicker would make sturdier lens flush",
"2	apple matches increase earnings use 2014q3 eps=",
"2	apple best itunes store elevate pixelmator win top app honors",
"2	apple could release inch iphone mini next year aapl",
"2	shortage hurt christmas",
"2	follow holidays",
"2	ear deleted app phone call",
"2	apple inc profit margin continue upward aapl",
"2	head back ideology 4in",
"2	update taiwan nov export growth tops expectations despite china wea ",
"2	chicfilet mug holding daughter brought characters home talks absolutely hilarious",
"2	lesson not fuck apple exec given year prison leaking information asian suppliers",
"2	zu und watch",
"2	happened omd",
"2	dan nathan profit apple stock aapl",
"2	would like see emojis look like",
"2	apple price target raised bmo capital sees unfulfilled iphone demand pushed march quarter aapl",
"2	doh turns ipod heart 350m antitrust case wrong model",
"2	doh turns ipod heart 350m antitrust case wrong model",
"2	apple facing challenge google android aapl",
"2	lawsuit could collapse new comes fore",
"2	iphone plus shortage hurt apple christmas aapl",
"2	suppliers carry brandable compliant adapters",
"2	apple may forced rethink ipod touch demand surges aapl",
"2	retail locations offer free coding workshops dec 11th part the hour code",
"2	apple intraday comments preopening premium users",
"2	may ban products fearing",
"2	must read apple iphone china unicom leadtimes aapl",
"2	trade aapl nightly updates visit free",
"2	going sell hold",
"2	minneapolis not cupertino siri tells 36ã¥â¡ december no need add brr f yeah might appropriate",
"2	iphone y3k compliant",
"2	might invest increase are amp plus increase production multifolds ev cars suv us amp chinasupercharged",
"2	power strong branding store design one photo via",
"2	apple pt raised citigroup inc aapl",
"2	apple pt raised citigroup inc aapl",
"2	need lock deal amp thank cooperation regards uncle mike",
"2	apple fibonacci technicals levels intraday preopening aapl",
"2	shares slice lovers",
"2	predicted future back got exactly right",
"2	apple inc vs google inc battle tech giants aapl",
"2	new ad",
"2	undertheradar stock picks buffett icahn soros fellow b ",
"2	apple ceo tim cook comes gay via",
"2	apple fibonacci technicals levels intraday update aapl",
"2	captures us sales",
"2	block trade detected",
"2	apple intraday comments updated range premium users",
"2	apple continues beefing digital audio expertise hiring dana massie audience",
"2	one apple earliest employees describes first time steve jobs ",
"2	apple matches increase earnings 2014q3 eps= app donkey stocks",
"2	first ever much discuss episode pay",
"2	developing fires laser beams surroundings ",
"2	apple intraday comments updated range premium users",
"2	headed store today yikes yay",
"2	tell update events page no listing presentation",
"2	apple fibonacci technicals levels intraday update aapl",
"2	jane horvath director global speaking",
"2	former apple manager sentenced one year prison million fine leaked secrets case mac blog",
"2	siri wildin last night yall need get",
"2	iphone plus sales growing steadily worldwide aapl",
"2	done rt",
"2	purchase tv value simply watching ads check",
"2	consumers demand units iphone plus aapl",
"2	void awakens",
"2	apple assigned aa credit rating morningstar aapl",
"2	bought telsa talent key cook access musk bright mind permanent basis read",
"2	yo not need subject line text amp imessages folk",
"2	apple fibonacci technicals levels intraday update aapl",
"2	new ipad ad focuses getting things done zdnet via amp",
"2	crush motley fool",
"2	stocks could soar motley fool",
"2	citigroup inc boosts apple price target aapl",
"2	short",
"2	apple intraday comments updated range premium users",
"2	block trade detected",
"2	knicks jets giants new york sports rotten big app ",
"2	apple inc open stores india",
"2	apple fibonacci technicals levels intraday update aapl",
"2	get unsubsidized smartphone ",
"2	innovation died steve jobs",
"2	apple ceo tim cook comes gay via",
"2	buying new iphones anyway aapl",
"2	knock iphone lets lock well unlock mac via bluetooth",
"2	ipod antitrust case recent development plaintiffs may never bought ipods first place",
"2	needs love aapl via",
"2	reminiscing first lowcost computer box not geek use",
"2	mastercard teams gwen stefani promote apple pay priceless surprises",
"2	tim cook shows apple watch chinese internet official discusses security issues",
"2	know strong supply chain makes way",
"2	apple developing iphone fires laser beams map surroundings patent reveals",
"2	haha techs seeing cookery jump opportunity positive",
"2	apple fibonacci technicals levels intraday update aapl",
"2	job listings suggest apple plans boost rumored virtual reality program",
"2	glu mobile gluu stock gains insider buys ",
"2	improve predecessor",
"2	worldwide",
"2	apple fibonacci technicals levels intraday update aapl",
"2	debunking one biggest myths",
"2	rt theyre not rt got ta kidding",
"2	yesh rt theyre not rt got ta kidding",
"2	 favorite apps elevate threes gameoftheyear",
"2	best apps",
"2	would recommend buy dips ",
"2	higher price targets not helping shares forbes",
"2	higher price targets not helping apple shares aapl",
"2	simple solution",
"2	typo launches new iphone keyboard avoiding previous blackberry lawsuit ios blog",
"2	interesting apps pop search beta app store",
"2	cnbctv bulls running amp",
"2	watch prototype male couch potato",
"2	cnbctv citi optimism",
"2	apple fibonacci technicals levels intraday update aapl",
"2	mastercard debuts new ad spot starring pay gwen stefani",
"2	bloombergtv really happened garage",
"2	developing fires laser beams surroundings ",
"2	tim cook shows apple watch chinese internet official discusses security issues aapl",
"2	comparison maps maps",
"2	apple watch highpriced fashion focus mark survey says aapl",
"2	many top apps downloaded phone",
"2	apple fibonacci technicals levels intraday update aapl",
"2	massive mobile tech companies like excited wearables investing million",
"2	massive mobile tech companies like excited wearables investing million",
"2	uk buy iphone iphone 5s iphone 5c iphone iphone 4s",
